,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,old_index,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
4795,10.7,0.035,0.29,0.9914200000000001,6.4,44.0,-1.0,3.17,7,1.1,0.55,140.0,0.105
4800,11.6,0.039,0.33,0.99051,6.0,45.0,-1.0,3.31,7,1.1,0.45,126.0,0.2
4803,11.9,0.038,0.5,0.9918899999999999,6.4,42.0,-1.0,3.18,7,5.8,0.53,111.0,0.31
4812,11.4,0.027000000000000003,0.33,0.98946,5.1,46.0,-1.0,3.35,7,1.1,0.43,113.0,0.26
4815,13.7,0.040999999999999995,0.01,0.99026,6.2,18.0,-1.0,3.2,7,3.2,0.94,120.0,0.76
4823,12.0,0.054000000000000006,0.34,0.99193,6.5,22.0,-1.0,3.2,7,4.6,0.46,130.0,0.28
4829,12.1,0.032,0.33,0.9925799999999999,6.0,22.0,-1.0,3.1,7,9.9,0.43,90.0,0.32
4834,12.0,0.033,0.3,0.9898600000000001,5.9,35.0,-1.0,3.36,7,1.5,0.56,95.0,0.37
4840,11.95,0.028999999999999998,0.36,0.99318,6.8,44.0,-1.0,3.28,7,8.9,0.35,128.0,0.34
4847,12.2,0.038,0.09,0.9902200000000001,4.4,52.0,-1.0,3.41,7,5.1,0.4,97.0,0.54
4863,13.3,0.036000000000000004,0.32,0.98936,6.2,44.0,-1.0,3.2,7,4.0,0.5,92.0,0.36
4870,11.45,0.021,0.28,0.9918799999999999,6.1,29.0,-1.0,3.15,7,6.6,0.36,132.0,0.32
4876,11.6,0.038,0.42,0.9913200000000001,6.2,34.0,-1.0,3.36,7,2.5,0.59,117.0,0.38
4886,12.15,0.027999999999999997,0.28,0.9916799999999999,6.2,45.0,-1.0,3.21,7,5.7,1.08,121.0,0.21
4887,13.0,0.023,0.22,0.9892799999999999,6.2,5.0,-1.0,3.04,7,1.9,0.79,56.0,0.41
4896,12.8,0.022000000000000002,0.3,0.98869,5.5,20.0,-1.0,3.34,7,1.1,0.38,110.0,0.29
4905,10.0,0.065,0.0,0.9946,7.3,15.0,7.0,3.39,7,1.2,0.47,21.0,0.65
4906,9.5,0.073,0.02,0.9968,7.8,9.0,8.0,3.36,7,2.0,0.57,18.0,0.58
4914,10.5,0.092,0.56,0.9969,8.5,35.0,16.0,3.3,7,1.8,0.75,103.0,0.28
4935,9.7,0.066,0.28,0.9968,8.1,13.0,37.0,3.23,7,2.1,0.73,30.0,0.38
4960,9.5,0.085,0.16,0.9968,7.5,12.0,62.0,3.38,7,1.9,0.62,35.0,0.52
5026,10.5,0.065,0.16,0.9962,8.0,3.0,128.0,3.42,7,1.8,0.92,16.0,0.59
5096,13.0,0.046,0.08,0.9924,5.4,13.0,198.0,3.57,7,1.2,0.85,93.0,0.835
5098,10.3,0.055999999999999994,0.47,0.99695,9.6,9.0,200.0,3.22,7,1.4,0.82,24.0,0.32
5103,10.8,0.095,0.74,0.9994,12.8,9.0,205.0,3.2,7,2.6,0.77,28.0,0.3
5104,10.8,0.095,0.74,0.9994,12.8,9.0,206.0,3.2,7,2.6,0.77,28.0,0.3
5107,10.5,0.054000000000000006,0.58,0.998,11.0,7.0,209.0,3.31,7,2.1,0.88,19.0,0.3
5128,12.2,0.054000000000000006,0.04,0.9927,5.2,19.0,230.0,3.54,7,1.6,0.62,106.0,0.48
5141,9.2,0.075,0.44,1.00005,15.0,10.0,243.0,3.07,7,2.2,0.84,24.0,0.21
5142,9.2,0.075,0.44,1.00005,15.0,10.0,244.0,3.07,7,2.2,0.84,24.0,0.21
5157,10.5,0.085,0.47,0.99965,10.0,14.0,259.0,3.36,7,2.6,0.8,33.0,0.31
5163,10.2,0.071,0.52,0.9968,11.8,6.0,265.0,3.2,7,1.8,0.72,10.0,0.26
5177,10.5,0.087,0.32,0.9991,8.9,10.0,279.0,3.38,7,5.6,0.77,47.0,0.4
5179,9.9,0.358,0.68,0.9972,7.7,5.0,281.0,3.25,7,3.5,1.08,10.0,0.27
5181,10.5,0.087,0.32,0.9991,8.9,10.0,283.0,3.38,7,5.6,0.77,47.0,0.4
5186,10.6,0.091,0.09,0.9976,8.7,20.0,288.0,3.34,7,2.5,0.86,49.0,0.52
5188,10.6,0.091,0.09,0.9976,8.7,20.0,290.0,3.34,7,2.5,0.86,49.0,0.52
5216,11.5,0.083,0.39,0.9989,9.8,21.0,318.0,3.37,7,3.2,0.71,59.0,0.66
5218,11.5,0.083,0.39,0.9989,9.8,21.0,320.0,3.37,7,3.2,0.71,59.0,0.66
5224,11.5,0.121,0.66,0.9978,11.6,6.0,326.0,3.05,7,3.65,0.74,14.0,0.53
5232,11.7,0.078,0.01,0.9963,7.9,17.0,334.0,3.34,7,2.5,0.74,38.0,0.65
5233,12.2,0.128,0.53,0.9992,11.9,7.0,335.0,3.17,7,3.4,0.84,21.0,0.695
5237,9.8,0.08199999999999999,0.54,0.9997,12.5,12.0,339.0,3.11,7,2.3,1.36,29.0,0.28
5244,12.3,0.07200000000000001,0.02,0.9955,6.6,17.0,346.0,3.58,7,2.7,0.89,34.0,0.815
5255,11.7,0.11599999999999999,0.66,0.997,10.5,12.0,357.0,3.24,7,2.95,0.75,29.0,0.42
5256,10.4,0.109,0.66,1.0,11.9,10.0,358.0,3.15,7,3.1,0.85,23.0,0.43
5262,10.0,0.083,0.66,1.0022,12.8,7.0,364.0,3.07,7,5.8,0.73,42.0,0.615
5264,10.0,0.083,0.66,1.0022,12.8,7.0,366.0,3.07,7,5.8,0.73,42.0,0.615
5267,12.0,0.07400000000000001,0.53,0.9962,9.4,6.0,369.0,3.2,7,2.4,1.13,18.0,0.27
5273,11.8,0.124,0.71,0.9984,11.5,6.0,375.0,3.01,7,4.4,0.83,15.0,0.54
5275,12.0,0.07400000000000001,0.53,0.9962,9.4,6.0,377.0,3.2,7,2.4,1.13,18.0,0.27
5287,10.0,0.096,0.31,0.9982,9.6,16.0,389.0,3.19,7,2.5,0.7,49.0,0.38
5293,13.0,0.066,0.76,1.0004,12.0,7.0,395.0,3.22,7,4.2,0.6,38.0,0.37
5305,10.8,0.09300000000000001,0.66,0.9996,12.0,12.0,407.0,3.18,7,3.0,0.63,30.0,0.39
5311,11.7,0.09699999999999999,0.53,0.9986,9.9,6.0,413.0,3.27,7,6.7,0.82,19.0,0.4
5318,11.8,0.08900000000000001,0.33,0.9972,9.5,35.0,420.0,3.28,7,2.4,0.73,67.0,0.56
5319,12.3,0.059000000000000004,0.03,0.9952,6.6,32.0,421.0,3.52,7,2.3,0.56,48.0,0.84
5321,11.0,0.066,0.47,0.9978,10.5,6.0,423.0,3.15,7,2.1,0.9,24.0,0.24
5323,12.3,0.059000000000000004,0.03,0.9952,6.6,32.0,425.0,3.52,7,2.3,0.56,48.0,0.84
5328,11.0,0.066,0.47,0.9978,10.5,6.0,430.0,3.15,7,2.1,0.9,24.0,0.24
5340,11.2,0.1,0.76,1.0032,15.6,6.0,442.0,2.95,7,3.7,0.68,43.0,0.685
5341,11.6,0.077,0.49,0.9963,10.0,11.0,443.0,3.23,7,2.7,0.63,19.0,0.44
5342,12.5,0.054000000000000006,0.01,0.9934,5.3,5.0,444.0,3.57,7,1.7,0.84,27.0,0.57
5351,11.2,0.084,0.63,0.9998,10.4,5.0,453.0,3.26,7,2.8,0.74,22.0,0.33
5356,11.2,0.084,0.63,0.9998,10.4,5.0,458.0,3.26,7,2.8,0.74,22.0,0.33
5386,10.8,0.081,0.55,1.0002,11.6,35.0,488.0,3.32,7,2.8,0.92,67.0,0.32
5389,13.3,0.055,0.5,0.9952,9.2,12.0,491.0,3.34,7,2.5,0.79,25.0,0.41
5390,13.4,0.052000000000000005,0.51,0.995,8.9,13.0,492.0,3.32,7,2.6,0.9,27.0,0.4
5399,12.0,0.07400000000000001,0.73,0.9990000000000001,10.4,38.0,501.0,3.17,7,6.55,0.85,76.0,0.44
5400,12.0,0.07400000000000001,0.73,0.9990000000000001,10.4,38.0,502.0,3.17,7,6.55,0.85,76.0,0.44
5401,10.9,0.078,0.47,0.9976,10.5,6.0,503.0,3.18,7,1.9,1.04,24.0,0.26
5402,10.8,0.077,0.42,0.9976,10.5,6.0,504.0,3.21,7,1.8,1.05,22.0,0.24
5403,12.5,0.07200000000000001,0.63,0.9968,10.2,10.0,505.0,3.16,7,2.9,0.78,26.0,0.49
5404,10.8,0.075,0.46,0.9976,10.4,6.0,506.0,3.25,7,1.8,1.02,21.0,0.24
5407,11.4,0.084,0.75,0.9986,13.3,23.0,509.0,3.04,7,2.8,0.68,43.0,0.29
5411,11.8,0.107,0.64,0.9973,10.5,6.0,513.0,3.09,7,2.4,0.66,15.0,0.51
5412,11.8,0.107,0.64,0.9973,10.5,6.0,514.0,3.09,7,2.4,0.66,15.0,0.51
5436,12.0,0.066,0.49,1.0014,12.9,5.0,538.0,3.2,7,5.8,0.66,35.0,0.35
5481,9.9,0.07400000000000001,0.49,0.9976,12.0,10.0,583.0,2.98,7,1.9,0.66,21.0,0.28
5482,10.7,0.09300000000000001,0.49,1.0002,11.8,54.0,584.0,3.3,7,3.4,0.76,80.0,0.33
5484,10.6,0.094,0.49,0.9986,11.1,16.0,586.0,3.12,7,2.7,1.02,47.0,0.31
5487,10.5,0.059000000000000004,0.49,0.9976,10.2,5.0,589.0,3.05,7,2.6,0.74,13.0,0.29
5504,12.2,0.07200000000000001,0.48,0.9973,9.4,10.0,606.0,3.34,7,4.6,0.79,20.0,0.41
5536,10.2,0.14300000000000002,0.12,0.9964,7.7,7.0,638.0,3.35,7,2.2,0.65,23.0,0.915
5543,10.1,0.115,0.1,0.9984,7.8,5.0,645.0,3.37,7,6.0,0.69,11.0,0.64
5546,11.2,0.066,0.3,0.9964,8.7,10.0,648.0,3.33,7,2.8,0.67,28.0,0.48
5555,10.5,0.073,0.59,0.998,12.0,23.0,657.0,2.92,7,1.4,0.68,42.0,0.5
5695,10.8,0.038,0.44,0.99526,9.3,21.0,797.0,3.24,7,1.6,0.81,42.0,0.37
5700,12.9,0.044000000000000004,0.0,0.99264,5.1,14.0,802.0,3.56,7,1.7,0.94,86.0,0.585
5703,12.8,0.052000000000000005,0.4,0.99356,8.2,4.0,805.0,3.33,7,2.4,0.7,10.0,0.28
5704,12.5,0.040999999999999995,0.39,0.9938600000000001,8.4,4.0,806.0,3.27,7,2.0,0.71,10.0,0.25
5705,12.8,0.052000000000000005,0.4,0.99356,8.2,4.0,807.0,3.33,7,2.4,0.7,10.0,0.28
5719,14.0,0.048,0.0,0.99154,4.9,16.0,821.0,3.71,7,2.1,0.74,42.0,0.42
5724,11.0,0.05,0.34,0.9951,7.5,4.0,826.0,3.4,7,2.3,0.64,8.0,0.27
5734,11.7,0.012,0.28,0.99064,6.7,36.0,836.0,3.26,7,2.4,0.39,100.0,0.28
5735,11.7,0.012,0.28,0.99064,6.7,36.0,837.0,3.26,7,2.4,0.39,100.0,0.28
5736,11.2,0.075,0.35,0.99672,10.1,9.0,838.0,3.24,7,1.6,0.83,28.0,0.31
5738,12.1,0.085,0.47,0.99736,11.1,9.0,840.0,3.24,7,2.65,0.77,34.0,0.42
5753,11.7,0.071,0.02,0.9953799999999999,7.6,10.0,855.0,3.51,7,2.5,0.71,14.0,0.735
5755,11.3,0.073,0.34,0.9959399999999999,8.2,16.0,857.0,3.4,7,2.5,0.78,47.0,0.26
5756,10.6,0.054000000000000006,0.47,0.9968600000000001,11.7,17.0,858.0,3.15,7,1.7,0.67,32.0,0.28
5771,11.1,0.067,0.37,0.9955200000000001,9.1,6.0,873.0,3.23,7,1.6,0.58,10.0,0.21
5772,11.8,0.10400000000000001,0.46,0.99664,10.4,6.0,874.0,3.12,7,2.1,0.65,10.0,0.38
5773,11.8,0.109,0.4,0.9961399999999999,8.8,7.0,875.0,3.31,7,2.8,0.79,16.0,0.31
5785,12.1,0.066,0.38,0.99577,10.7,29.0,887.0,3.15,7,2.6,0.79,56.0,0.52
5794,12.5,0.078,0.39,0.99444,8.3,17.0,896.0,3.31,7,2.4,0.77,43.0,0.31
5796,12.5,0.078,0.39,0.99444,8.3,17.0,898.0,3.31,7,2.4,0.77,43.0,0.31
5799,10.8,0.08,0.1,0.99736,7.4,16.0,901.0,3.58,7,2.4,0.69,33.0,0.635
5800,10.8,0.08,0.1,0.99736,7.4,16.0,902.0,3.58,7,2.4,0.69,33.0,0.635
5801,10.8,0.06,0.06,0.9962,6.8,11.0,903.0,3.41,7,6.0,0.59,18.0,0.59
5802,10.8,0.06,0.06,0.9962,6.8,11.0,904.0,3.41,7,6.0,0.59,18.0,0.59
5811,12.2,0.094,0.46,0.99639,9.4,3.0,913.0,3.27,7,4.6,0.64,10.0,0.395
5823,11.0,0.064,0.36,0.9960399999999999,8.6,53.0,925.0,3.47,7,1.9,0.87,77.0,0.22
5827,12.0,0.063,0.38,0.9946799999999999,8.7,10.0,929.0,3.3,7,3.3,0.73,19.0,0.33
5836,12.9,0.068,0.38,0.99356,7.2,23.0,938.0,3.34,7,2.8,0.72,42.0,0.38
5838,12.4,0.07400000000000001,0.52,0.9950899999999999,9.6,13.0,940.0,3.36,7,2.2,0.76,25.0,0.33
5839,12.5,0.08199999999999999,0.49,0.99484,9.9,9.0,941.0,3.19,7,5.0,0.52,17.0,0.27
5840,10.0,0.092,0.4,0.99834,10.1,13.0,942.0,3.22,7,2.6,0.64,52.0,0.43
5841,9.7,0.094,0.34,0.99864,9.8,10.0,943.0,3.24,7,2.3,0.6,45.0,0.5
5842,12.1,0.09,0.49,0.99498,8.3,11.0,944.0,3.27,7,3.8,0.64,24.0,0.3
5843,11.1,0.071,0.42,0.99566,10.2,7.0,945.0,3.14,7,2.0,0.79,20.0,0.44
5844,12.0,0.092,0.58,0.99745,10.2,11.0,946.0,3.29,7,4.1,0.99,24.0,0.44
5845,12.4,0.09300000000000001,0.48,0.99408,8.3,6.0,947.0,3.26,7,2.1,0.62,12.0,0.28
5846,11.9,0.075,0.45,0.9955200000000001,8.9,10.0,948.0,3.41,7,1.8,0.76,21.0,0.12
5847,11.9,0.075,0.45,0.9955200000000001,8.9,10.0,949.0,3.41,7,1.8,0.76,21.0,0.12
5848,11.9,0.075,0.45,0.9955200000000001,8.9,10.0,950.0,3.41,7,1.8,0.76,21.0,0.12
5849,12.4,0.09300000000000001,0.48,0.99408,8.3,6.0,951.0,3.26,7,2.1,0.62,12.0,0.28
5850,11.2,0.057999999999999996,0.4,0.99536,8.2,6.0,952.0,3.31,7,2.2,0.68,10.0,0.31
5851,12.1,0.052000000000000005,0.48,0.9945799999999999,10.2,5.0,953.0,3.2,7,2.1,0.69,9.0,0.34
5856,11.3,0.12,0.12,0.99519,6.4,25.0,958.0,3.47,7,2.3,0.71,36.0,0.57
5864,11.9,0.10300000000000001,0.41,0.9960399999999999,9.0,6.0,966.0,3.13,7,2.4,0.58,10.0,0.38
5870,11.6,0.10400000000000001,0.5,0.9964299999999999,10.1,6.0,972.0,3.22,7,2.4,0.65,13.0,0.38
5872,12.1,0.073,0.41,0.9965799999999999,8.8,7.0,974.0,3.3,7,5.9,0.62,13.0,0.33
5876,11.3,0.061,0.32,0.99416,7.0,9.0,978.0,3.28,7,3.6,0.49,29.0,0.4
5884,11.4,0.066,0.39,0.9947,9.8,3.0,986.0,3.19,7,1.4,0.55,7.0,0.34
5894,12.8,0.087,0.0,0.9937799999999999,5.6,3.0,996.0,3.71,7,2.2,0.63,11.0,0.66
5895,12.8,0.087,0.0,0.9937799999999999,5.6,3.0,997.0,3.71,7,2.2,0.63,11.0,0.66
5898,11.5,0.062,0.3,0.99495,7.5,6.0,1000.0,3.44,7,2.2,0.72,12.0,0.43
5899,10.6,0.057999999999999996,0.38,0.9967600000000001,9.9,31.0,1001.0,3.26,7,1.5,0.82,47.0,0.35
5900,11.7,0.063,0.33,0.99516,9.1,13.0,1002.0,3.26,7,2.05,0.84,27.0,0.29
5901,12.8,0.067,0.32,0.9928,6.8,4.0,1003.0,3.36,7,1.8,0.55,8.0,0.36
5903,12.8,0.067,0.32,0.9928,6.8,4.0,1005.0,3.36,7,1.8,0.55,8.0,0.36
5904,11.7,0.063,0.33,0.99516,9.1,13.0,1006.0,3.26,7,2.05,0.84,27.0,0.29
5905,11.7,0.064,0.34,0.99516,9.1,12.0,1007.0,3.26,7,2.0,0.84,25.0,0.3
5906,12.0,0.11,0.4,0.99549,8.9,12.0,1008.0,3.23,7,3.6,0.7,24.0,0.35
5908,12.3,0.067,0.45,0.99354,8.9,7.0,1010.0,3.25,7,1.7,0.55,12.0,0.28
5914,12.6,0.068,0.4,0.9948600000000001,8.9,12.0,1016.0,3.27,7,2.2,0.75,28.0,0.38
5922,10.5,0.08800000000000001,0.01,0.9956799999999999,7.7,12.0,1024.0,3.32,7,1.8,0.56,18.0,0.58
5927,10.5,0.08800000000000001,0.01,0.9956799999999999,7.7,12.0,1029.0,3.32,7,1.8,0.56,18.0,0.58
5928,11.5,0.091,0.0,0.9948799999999999,7.1,9.0,1030.0,3.42,7,2.1,0.55,14.0,0.59
5929,11.0,0.09300000000000001,0.01,0.9951399999999999,7.3,9.0,1031.0,3.35,7,1.8,0.58,15.0,0.55
5933,10.6,0.085,0.34,0.9968299999999999,10.1,5.0,1035.0,3.17,7,2.4,0.65,17.0,0.37
5934,12.5,0.08199999999999999,0.34,0.99356,7.6,26.0,1036.0,3.22,7,2.5,0.59,35.0,0.31
5936,12.6,0.078,0.41,0.9953,8.7,25.0,1038.0,3.24,7,6.2,0.77,42.0,0.41
5941,10.9,0.069,0.41,0.99859,9.5,18.0,1043.0,3.29,7,8.9,0.81,39.0,0.39
5951,12.7,0.07,0.42,0.99426,8.3,9.0,1053.0,3.38,7,2.3,0.77,20.0,0.33
5954,12.1,0.10099999999999999,0.53,0.9958600000000001,8.9,3.0,1056.0,3.21,7,4.0,0.59,10.0,0.48
5956,11.6,0.09300000000000001,0.57,0.9971,9.9,30.0,1058.0,3.19,7,2.4,0.76,52.0,0.53
5957,12.1,0.10099999999999999,0.53,0.9958600000000001,8.9,3.0,1059.0,3.21,7,4.0,0.59,10.0,0.48
5964,12.5,0.07,0.08,0.9935799999999999,6.6,13.0,1066.0,3.4,7,2.4,0.72,26.0,0.52
5965,10.9,0.06,0.53,0.99572,11.1,3.0,1067.0,3.02,7,2.2,0.83,10.0,0.31
5966,10.9,0.06,0.53,0.99572,11.1,3.0,1068.0,3.02,7,2.2,0.83,10.0,0.31
5968,11.1,0.057,0.45,0.99498,9.3,19.0,1070.0,3.18,7,1.5,0.89,37.0,0.33
5973,10.2,0.071,0.34,0.99769,9.1,45.0,1075.0,3.44,7,2.0,0.86,67.0,0.25
5977,12.3,0.05,0.68,0.99316,7.9,37.5,1079.0,3.01,7,8.3,0.51,278.0,0.3
5979,12.3,0.05,0.68,0.99316,7.9,37.5,1081.0,3.01,7,8.3,0.51,289.0,0.3
5984,11.6,0.055,0.4,0.9973799999999999,8.5,3.0,1086.0,3.38,7,4.7,0.66,9.0,0.34
5986,9.9,0.095,0.54,0.99735,11.6,22.0,1088.0,3.02,7,1.5,0.76,41.0,0.41
5987,9.9,0.095,0.54,0.99735,11.6,22.0,1089.0,3.02,7,1.5,0.76,41.0,0.41
5991,12.0,0.079,0.36,0.99615,9.2,11.0,1093.0,3.33,7,2.2,0.86,31.0,0.31
5996,12.5,0.21600000000000003,0.45,0.9935799999999999,8.0,5.0,1098.0,3.15,7,2.1,0.81,16.0,0.31
6005,11.7,0.068,0.41,0.99523,9.1,10.0,1107.0,3.27,7,2.0,0.85,24.0,0.3
6009,12.3,0.092,0.27,0.99471,5.4,23.0,1111.0,3.78,7,2.0,0.64,55.0,0.42
6023,11.3,0.055,0.35,0.9939399999999999,8.8,13.0,1125.0,3.14,7,1.7,0.59,27.0,0.24
6030,13.6,0.075,0.34,0.9933,7.4,18.0,1132.0,3.38,7,1.8,0.88,38.0,0.36
6031,11.2,0.08900000000000001,0.07,0.99684,7.2,10.0,1133.0,3.37,7,5.5,0.68,18.0,0.48
6032,11.8,0.061,0.35,0.99524,8.5,6.0,1134.0,3.3,7,1.7,0.74,15.0,0.28
6045,11.8,0.071,0.45,0.99702,10.0,6.0,1147.0,3.21,7,6.2,0.49,14.0,0.41
6048,12.8,0.067,0.32,0.9947299999999999,8.2,4.0,1150.0,3.3,7,2.8,0.76,12.0,0.33
6054,11.8,0.071,0.51,0.99524,8.5,45.0,1156.0,3.33,7,1.75,0.76,88.0,0.18
6055,12.9,0.042,0.18,0.9924,5.1,16.0,1157.0,3.46,7,2.1,0.87,101.0,0.51
6058,11.1,0.087,0.57,0.9967600000000001,10.6,6.0,1160.0,3.14,7,2.3,0.72,20.0,0.36
6060,11.8,0.075,0.42,0.99434,8.5,12.0,1162.0,3.14,7,2.3,0.71,19.0,0.32
6065,12.4,0.07400000000000001,0.39,0.9952799999999999,8.2,29.0,1167.0,3.32,7,2.5,0.88,48.0,0.33
6075,12.7,0.052000000000000005,0.0,0.99318,7.1,6.0,1177.0,3.35,7,2.4,0.66,11.0,0.66
6090,12.4,0.063,0.37,0.99439,7.2,11.0,1192.0,3.52,7,2.5,0.8,41.0,0.25
6099,11.2,0.065,0.36,0.99419,7.9,5.0,1201.0,3.27,7,1.9,0.54,10.0,0.34
6102,11.0,0.07400000000000001,0.46,0.99534,7.2,24.0,1204.0,3.4,7,2.1,0.85,44.0,0.36
6103,11.0,0.07400000000000001,0.46,0.99534,7.2,24.0,1205.0,3.4,7,2.1,0.85,44.0,0.36
6104,11.0,0.07400000000000001,0.46,0.99534,7.2,24.0,1206.0,3.4,7,2.1,0.85,44.0,0.36
6106,11.0,0.07400000000000001,0.46,0.99534,7.2,24.0,1208.0,3.4,7,2.1,0.85,44.0,0.36
6107,11.2,0.071,0.43,0.9942799999999999,6.2,14.0,1209.0,3.45,7,2.0,0.87,24.0,0.39
6126,13.6,0.044000000000000004,0.0,0.9915700000000001,5.1,18.0,1228.0,3.68,7,1.8,0.73,88.0,0.42
6177,11.5,0.062,0.39,0.9948,9.8,3.0,1279.0,3.14,7,1.7,0.57,9.0,0.3
6221,11.0,0.06,0.39,0.99495,9.1,21.0,1323.0,3.18,7,1.8,0.82,55.0,0.36
6296,10.2,0.083,0.12,0.9966,7.0,13.0,1398.0,3.52,7,2.2,0.62,28.0,0.6
6303,11.3,0.062,0.3,0.9952,7.7,18.0,1405.0,3.28,7,2.0,0.9,34.0,0.28
6306,12.4,0.048,0.36,0.995,8.1,35.0,1408.0,3.27,7,2.2,1.01,53.0,0.29
6315,12.1,0.064,0.33,0.9952,7.3,21.0,1417.0,3.35,7,2.5,0.77,37.0,0.34
6331,10.1,0.069,0.16,0.9955,6.1,11.0,1433.0,3.42,7,1.8,0.74,25.0,0.4
6338,11.3,0.062,0.32,0.9947,7.2,15.0,1440.0,3.23,7,2.0,0.73,28.0,0.37
6348,11.3,0.062,0.32,0.9947,7.2,15.0,1450.0,3.23,7,2.0,0.73,28.0,0.37
6349,11.0,0.10400000000000001,0.44,0.9973200000000001,7.8,8.0,1451.0,3.33,7,2.7,0.78,17.0,0.32
6350,11.6,0.062,0.02,0.99374,6.6,37.0,1452.0,3.35,7,2.0,0.76,53.0,0.58
6357,11.9,0.054000000000000006,0.35,0.9945799999999999,7.9,7.0,1459.0,3.32,7,1.7,0.8,15.0,0.2
6364,10.0,0.062,0.32,0.9972799999999999,7.3,31.0,1466.0,3.3,7,2.1,0.65,54.0,0.48
6366,10.0,0.062,0.32,0.9972799999999999,7.3,31.0,1468.0,3.3,7,2.1,0.65,54.0,0.48
6373,13.56666667,0.048,0.11,0.99182,5.3,16.0,1475.0,3.54,7,2.2,0.88,89.0,0.47
6375,13.6,0.048,0.11,0.99182,5.3,16.0,1477.0,3.54,7,2.2,0.88,89.0,0.47
6392,10.0,0.066,0.09,0.99459,6.4,15.0,1494.0,3.42,7,1.4,0.7,28.0,0.31
6432,11.7,0.064,0.14,0.99397,6.6,13.0,1534.0,3.42,7,2.4,0.62,29.0,0.56
6439,10.9,0.054000000000000006,0.29,0.99666,7.4,19.0,1541.0,3.4,7,2.2,0.76,49.0,0.25
6442,11.2,0.063,0.43,0.9955,8.4,12.0,1544.0,3.17,7,2.3,0.81,19.0,0.37
6453,10.55,0.065,0.17,0.9951399999999999,7.0,15.0,1555.0,3.44,7,1.7,0.68,24.0,0.56
6482,11.6,0.061,0.44,0.99484,6.7,24.0,1584.0,3.29,7,2.4,0.8,34.0,0.32
17,12.8,0.028999999999999998,0.48,0.9892,6.2,29.0,-1.0,3.33,8,1.2,0.39,75.0,0.66
22,10.5,0.049,0.42,0.993,6.8,41.0,-1.0,3.47,8,1.7,0.48,122.0,0.26
68,10.7,0.046,0.31,0.9926,6.7,30.0,-1.0,3.33,8,2.1,0.64,96.0,0.23
158,12.1,0.036000000000000004,0.04,0.9894,5.2,43.0,-1.0,3.36,8,1.4,0.33,119.0,0.44
188,12.7,0.034,0.35,0.9906,6.8,26.0,-1.0,3.26,8,3.8,0.57,109.0,0.53
255,9.6,0.04,0.39,0.9935,6.7,45.0,-1.0,3.32,8,1.1,0.58,147.0,0.26
280,12.6,0.034,0.36,0.99,7.0,22.0,-1.0,3.19,8,2.8,0.38,112.0,0.24
281,12.3,0.039,0.58,0.9909,6.1,36.0,-1.0,3.3,8,5.0,0.6,114.0,0.31
311,12.5,0.032,0.14,0.9918,5.0,35.0,-1.0,3.53,8,8.3,0.51,164.0,0.55
330,12.5,0.03,0.35,0.9912,6.4,34.0,-1.0,3.36,8,4.8,0.6,101.0,0.32
434,12.1,0.027999999999999997,0.36,0.9922,7.0,31.0,-1.0,3.35,8,7.1,0.47,104.0,0.23
437,12.4,0.035,0.32,0.9906,6.6,49.0,-1.0,3.35,8,1.4,0.64,186.0,0.16
442,12.9,0.026000000000000002,0.28,0.9898,6.0,54.0,-1.0,3.43,8,2.2,0.65,126.0,0.25
598,10.5,0.036000000000000004,0.29,0.9949,5.9,31.0,-1.0,3.35,8,11.4,0.48,115.0,0.27
610,12.4,0.037000000000000005,0.28,0.9908,6.5,29.0,-1.0,3.25,8,3.2,0.65,119.0,0.36
625,11.0,0.039,0.29,0.9952,6.2,49.0,-1.0,3.33,8,13.3,0.46,130.0,0.24
672,12.5,0.039,0.34,0.995,7.1,46.0,-1.0,3.38,8,14.5,0.5,150.0,0.32
723,12.4,0.02,0.31,0.99035,6.6,29.0,-1.0,3.26,8,1.3,0.44,89.0,0.33
779,8.8,0.053,0.44,1.0006,8.1,43.0,-1.0,3.28,8,14.1,0.75,145.0,0.17
799,11.1,0.036000000000000004,0.31,0.99085,6.0,14.0,-1.0,3.34,8,1.4,0.58,75.0,0.18
832,12.8,0.044000000000000004,0.34,0.99105,7.3,34.0,-1.0,3.36,8,2.7,0.53,108.0,0.3
835,12.8,0.04,0.34,0.99155,7.5,34.0,-1.0,3.14,8,4.3,0.45,108.0,0.42
836,11.9,0.034,0.36,0.99085,7.3,30.0,-1.0,3.25,8,2.1,0.4,177.0,0.25
844,11.0,0.034,0.29,0.9917,7.3,29.0,-1.0,3.3,8,1.6,0.5,118.0,0.21
860,10.4,0.03,0.35,0.99255,8.1,38.0,-1.0,3.22,8,1.7,0.63,103.0,0.27
867,8.5,0.042,0.46,1.0,7.8,41.0,-1.0,3.24,8,12.6,0.76,143.0,0.18
879,11.9,0.037000000000000005,0.36,0.9919,6.9,18.0,-1.0,3.41,8,2.2,0.82,111.0,0.12
904,8.8,0.055999999999999994,0.28,0.9944,6.9,49.0,-1.0,3.02,8,2.4,0.47,159.0,0.21
907,12.2,0.036000000000000004,0.39,0.9908,7.1,30.0,-1.0,3.28,8,2.1,0.43,124.0,0.25
924,10.7,0.044000000000000004,0.41,0.9934,7.9,50.0,-1.0,3.45,8,2.0,0.49,152.0,0.28
